AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 7,All,2020-21,46,6.6,5.9,15.8,31.5,0,629,"1,108","1,256","3,990",> 100%
Region,Region 7,All,2020-21,47,6.7,6.1,17.7,36.6,3,737,"1,354","1,534","4,188",> 100%
Region,Region 7,All,2020-21,48,6.9,6.2,18.6,38.5,2,788,"1,494","1,633","4,237",> 100%
Region,Region 7,All,2020-21,49,7,6.3,19,38.6,0,825,"1,504","1,671","4,332",> 100%
Region,Region 7,All,2020-21,50,7.1,6.4,17.9,36,0,772,"1,405","1,555","4,317",> 100%
Region,Region 7,All,2020-21,51,7.2,6.6,16.5,33.6,0,684,"1,254","1,388","4,137",> 100%
Region,Region 7,All,2020-21,52,7.3,6.7,15.1,32.4,0,592,"1,119","1,269","3,920",> 100%
Region,Region 7,All,2020-21,53,7.4,6.8,16.5,30.3,3,615,984,"1,135","3,752",> 100%
Region,Region 7,All,2020-21,1,7.5,6.9,14.9,30.2,2,561,"1,013","1,141","3,779",> 100%
Region,Region 7,All,2020-21,2,7.6,6.9,14.7,28.2,1,543,891,"1,039","3,689",> 100%
Region,Region 7,All,2020-21,3,7.7,7,14.7,26.9,2,517,784,950,"3,532",> 100%
Region,Region 7,All,2020-21,4,7.7,7.1,11.9,23.3,0,393,634,769,"3,305",> 100%
Region,Region 7,All,2020-21,5,7.8,7.1,10.8,18.6,0,345,452,597,"3,203",> 100%
Region,Region 7,All,2020-21,6,7.8,7.1,10.1,16.6,2,295,365,489,"2,940",> 100%
Region,Region 7,All,2020-21,7,7.8,7.1,9.2,14,0,280,295,428,"3,056",> 100%
Region,Region 7,All,2020-21,8,7.8,7.1,8.5,12.8,0,245,232,368,"2,872",> 100%
Region,Region 7,All,2020-21,9,7.8,7.1,7.7,11.2,0,220,185,321,"2,874",> 100%
Region,Region 7,All,2020-21,10,7.7,7.1,6.8,9.8,0,184,161,265,"2,692",> 100%
Region,Region 7,All,2020-21,11,7.7,7,5.9,8.8,0,151,132,226,"2,568",> 100%
Region,Region 7,All,2020-21,12,7.6,6.9,6.3,9.3,0,176,147,259,"2,777",> 100%
Region,Region 7,All,2020-21,13,7.5,6.9,6.5,8.8,2,172,116,236,"2,684",> 100%
Region,Region 7,All,2020-21,14,7.4,6.8,6.1,8.3,0,173,112,235,"2,815",> 100%
Region,Region 7,All,2020-21,15,7.3,6.7,6.2,8.4,0,169,108,228,"2,709",> 100%
Region,Region 7,All,2020-21,16,7.2,6.6,6,8.3,1,164,113,229,"2,749",> 100%
Region,Region 7,All,2020-21,17,7.1,6.5,6.8,9,0,188,127,251,"2,784",> 100%
Region,Region 7,All,2020-21,18,7,6.3,5.6,8.1,0,146,99,212,"2,620",> 100%
Region,Region 7,All,2020-21,19,6.9,6.2,6.2,8.7,1,169,124,238,"2,726",> 100%
Region,Region 7,All,2020-21,20,6.8,6.1,6.4,8.3,1,168,103,220,"2,655",> 100%
Region,Region 7,All,2020-21,21,6.6,6,5.2,6.6,0,137,75,171,"2,610",> 100%
Region,Region 7,All,2020-21,22,6.5,5.8,6.5,8.2,1,173,76,220,"2,681",> 100%
Region,Region 7,All,2020-21,23,6.4,5.7,5.6,7.4,0,152,93,203,"2,736",> 100%
Region,Region 7,All,2020-21,24,6.3,5.6,6.3,8,2,168,83,214,"2,687",> 100%
Region,Region 7,All,2020-21,25,6.2,5.5,7,9,2,190,113,249,"2,756",> 100%
Region,Region 7,All,2020-21,26,6,5.4,7,9.1,2,183,123,241,"2,661",> 100%
Region,Region 7,All,2020-21,27,6,5.3,7.3,9.8,0,202,146,272,"2,771",> 100%
Region,Region 7,All,2020-21,28,5.9,5.2,8.5,11.9,1,239,210,335,"2,823",> 100%
Region,Region 7,All,2020-21,29,5.8,5.1,8.9,12.6,2,255,250,363,"2,885",> 100%
Region,Region 7,All,2020-21,30,5.8,5.1,9.8,14.5,1,286,308,423,"2,925",> 100%
Region,Region 7,All,2020-21,31,5.7,5.1,10.8,17.8,1,345,455,569,"3,201",> 100%
Region,Region 7,All,2020-21,32,5.7,5,13.3,19.4,0,414,454,602,"3,108",> 100%
Region,Region 7,All,2020-21,33,5.7,5,12.4,18.8,1,400,485,610,"3,238",> 100%
Region,Region 7,All,2020-21,34,5.7,5,13.3,19.8,1,440,529,656,"3,305",> 100%
Region,Region 7,All,2020-21,35,5.7,5,13.9,20.4,2,438,507,644,"3,162",> 100%
Region,Region 7,All,2020-21,36,5.8,5.1,11.5,18.7,0,359,456,585,"3,135",> 100%
Region,Region 7,All,2020-21,37,5.8,5.1,12.5,19.2,0,398,492,615,"3,195",> 100%
Region,Region 7,All,2020-21,38,5.9,5.2,12.2,19.3,1,405,500,642,"3,324",> 100%
Region,Region 7,All,2020-21,39,5.9,5.3,12.1,18.7,2,393,456,611,"3,267",> 100%
Region,Region 8,All,2020-21,40,5.6,4.9,9.3,15.3,0,176,196,288,"1,885",> 100%
Region,Region 8,All,2020-21,41,5.7,5,9.9,15.5,0,202,231,316,"2,037",> 100%
Region,Region 8,All,2020-21,42,5.8,5.2,9.7,15.9,1,197,242,324,"2,043",> 100%
Region,Region 8,All,2020-21,43,6,5.3,10.8,19.3,0,231,318,412,"2,137",> 100%
Region,Region 8,All,2020-21,44,6.1,5.5,12.2,22.2,0,273,427,498,"2,244",> 100%
Region,Region 8,All,2020-21,45,6.3,5.6,14,27.7,0,348,609,687,"2,481",> 100%
Region,Region 8,All,2020-21,46,6.4,5.8,15.1,31.3,2,378,702,785,"2,509",> 100%
Region,Region 8,All,2020-21,47,6.6,5.9,16.3,33.3,2,438,830,897,"2,696",> 100%
Region,Region 8,All,2020-21,48,6.7,6.1,16.8,34.6,0,451,862,928,"2,680",> 100%
Region,Region 8,All,2020-21,49,6.9,6.2,20.6,39.9,0,554,973,"1,074","2,693",> 100%
Region,Region 8,All,2020-21,50,7,6.4,19.6,37,2,531,905,"1,004","2,716",> 100%
Region,Region 8,All,2020-21,51,7.2,6.5,18.3,33.6,0,467,781,858,"2,551",> 100%
Region,Region 8,All,2020-21,52,7.3,6.6,15,29.5,0,358,622,705,"2,387",> 100%
Region,Region 8,All,2020-21,53,7.4,6.7,15,26.8,1,347,528,622,"2,324",> 100%
Region,Region 8,All,2020-21,1,7.5,6.8,13.7,24.7,0,320,496,577,"2,332",> 100%
Region,Region 8,All,2020-21,2,7.6,6.9,13.2,21.9,1,284,393,473,"2,158",> 100%
Region,Region 8,All,2020-21,3,7.7,7,12,20.8,0,256,374,444,"2,138",> 100%
Region,Region 8,All,2020-21,4,7.7,7.1,11.1,19,2,229,310,394,"2,077",> 100%
Region,Region 8,All,2020-21,5,7.8,7.1,10.9,17,0,223,259,348,"2,048",> 100%
Region,Region 8,All,2020-21,6,7.8,7.1,10.2,15.4,0,195,205,294,"1,912",> 100%
Region,Region 8,All,2020-21,7,7.8,7.1,8.4,11.9,0,160,153,228,"1,914",> 100%
Region,Region 8,All,2020-21,8,7.8,7.1,7.6,11.1,0,141,136,208,"1,867",> 100%
Region,Region 8,All,2020-21,9,7.8,7.1,7.2,10.9,0,134,127,203,"1,854",> 100%
Region,Region 8,All,2020-21,10,7.7,7,7.7,10.7,0,143,111,199,"1,861",> 100%
Region,Region 8,All,2020-21,11,7.6,7,6,8.6,1,112,86,161,"1,870",> 100%
Region,Region 8,All,2020-21,12,7.5,6.9,6.1,8.6,0,114,88,159,"1,858",> 100%
Region,Region 8,All,2020-21,13,7.4,6.8,6.8,8.8,0,119,75,155,"1,754",> 100%
Region,Region 8,All,2020-21,14,7.3,6.7,5.1,6.7,0,89,52,116,"1,738",> 100%
Region,Region 8,All,2020-21,15,7.2,6.5,6.8,10,0,124,107,182,"1,826",> 100%
Region,Region 8,All,2020-21,16,7.1,6.4,7.5,10,0,134,103,179,"1,789",> 100%
Region,Region 8,All,2020-21,17,6.9,6.2,7.1,9.6,0,131,95,177,"1,849",> 100%
Region,Region 8,All,2020-21,18,6.8,6.1,7.7,9.6,1,137,101,173,"1,793",> 100%
Region,Region 8,All,2020-21,19,6.6,5.9,8.1,10.9,2,144,126,198,"1,809",> 100%
Region,Region 8,All,2020-21,20,6.5,5.8,7.1,9.7,0,131,115,178,"1,837",> 100%
Region,Region 8,All,2020-21,21,6.3,5.6,6.9,9.5,0,123,94,171,"1,793",> 100%
Region,Region 8,All,2020-21,22,6.2,5.5,6.7,8.9,0,119,94,158,"1,780",> 100%
Region,Region 8,All,2020-21,23,6,5.3,6.9,8.6,0,130,91,162,"1,877",> 100%
Region,Region 8,All,2020-21,24,5.9,5.2,6.2,7.7,1,112,73,140,"1,830",> 100%
Region,Region 8,All,2020-21,25,5.7,5.1,6.4,8.7,1,112,82,155,"1,779",> 100%
Region,Region 8,All,2020-21,26,5.6,5,6.3,8.3,0,117,81,153,"1,851",> 100%
Region,Region 8,All,2020-21,27,5.5,4.8,7.2,9.2,0,130,100,166,"1,809",> 100%
Region,Region 8,All,2020-21,28,5.4,4.8,6.4,8.2,0,114,74,146,"1,771",> 100%
Region,Region 8,All,2020-21,29,5.4,4.7,7.6,9.6,1,141,101,179,"1,861",> 100%
Region,Region 8,All,2020-21,30,5.3,4.6,6.9,9.8,0,128,115,182,"1,865",> 100%
Region,Region 8,All,2020-21,31,5.3,4.6,8.3,11.2,0,156,113,210,"1,879",> 100%
Region,Region 8,All,2020-21,32,5.2,4.6,8.9,11.9,1,177,154,236,"1,991",> 100%
Region,Region 8,All,2020-21,33,5.2,4.6,10.4,15,0,207,220,299,"1,998",> 100%
Region,Region 8,All,2020-21,34,5.3,4.6,10.3,15.5,0,212,243,318,"2,052",> 100%
Region,Region 8,All,2020-21,35,5.3,4.6,11.5,16.5,2,237,269,343,"2,081",> 100%
Region,Region 8,All,2020-21,36,5.3,4.7,11.2,17.8,0,238,295,377,"2,120",> 100%
Region,Region 8,All,2020-21,37,5.4,4.7,12.8,19.5,2,278,341,426,"2,184",> 100%
Region,Region 8,All,2020-21,38,5.5,4.8,14.6,21.4,1,324,392,477,"2,231",> 100%
Region,Region 8,All,2020-21,39,5.6,4.9,14.7,21.5,1,338,406,496,"2,308",> 100%
Region,Region 9,All,2020-21,40,5.9,5.5,8.6,11.1,1,654,437,842,"7,614",> 100%
Region,Region 9,All,2020-21,41,6,5.6,8.9,11.6,1,672,489,875,"7,559",> 100%
Region,Region 9,All,2020-21,42,6.1,5.7,7.8,10.1,1,588,401,766,"7,563",> 100%
Region,Region 9,All,2020-21,43,6.2,5.8,8,10.3,0,587,412,757,"7,375",> 100%
Region,Region 9,All,2020-21,44,6.3,5.9,8.3,11,1,630,476,843,"7,634",> 100%
Region,Region 9,All,2020-21,45,6.4,6,8.8,11.6,0,702,546,929,"8,001",> 100%
Region,Region 9,All,2020-21,46,6.6,6.1,9.2,13.2,0,747,672,"1,068","8,107",> 100%
Region,Region 9,All,2020-21,47,6.7,6.3,11.8,16.4,2,"1,031",966,"1,428","8,721",> 100%
Region,Region 9,All,2020-21,48,6.8,6.4,13.5,19.9,1,"1,191","1,341","1,757","8,821",> 100%
Region,Region 9,All,2020-21,49,6.9,6.5,16.5,24.7,1,"1,616","1,962","2,424","9,808",> 100%
Region,Region 9,All,2020-21,50,7,6.6,18.9,29.3,3,"2,102","2,814","3,275","11,167",> 100%
Region,Region 9,All,2020-21,51,7.2,6.7,23.1,35.9,1,"2,858","3,944","4,434","12,352",> 100%
Region,Region 9,All,2020-21,52,7.3,6.8,25.3,40.2,3,"3,475","4,992","5,529","13,747",> 100%
Region,Region 9,All,2020-21,53,7.4,6.9,27.8,43.7,9,"4,046","5,857","6,369","14,564",> 100%
Region,Region 9,All,2020-21,1,7.4,7,28.9,45.6,6,"4,422","6,469","6,985","15,310",> 100%
Region,Region 9,All,2020-21,2,7.5,7.1,29.1,45.6,4,"4,373","6,353","6,855","15,031",> 100%
Region,Region 9,All,2020-21,3,7.6,7.1,28.2,43.6,3,"3,881","5,544","6,006","13,764",> 100%
Region,Region 9,All,2020-21,4,7.6,7.2,26.4,39.4,7,"3,307","4,504","4,954","12,570",> 100%
Region,Region 9,All,2020-21,5,7.7,7.2,24.5,36.1,7,"2,840","3,747","4,198","11,643",> 100%
Region,Region 9,All,2020-21,6,7.7,7.2,22.2,32.1,2,"2,329","2,926","3,360","10,479",> 100%
Region,Region 9,All,2020-21,7,7.7,7.2,19.2,26.9,2,"1,805","2,104","2,528","9,396",> 100%
Region,Region 9,All,2020-21,8,7.7,7.2,15.1,21.1,2,"1,378","1,499","1,925","9,112",> 100%
Region,Region 9,All,2020-21,9,7.7,7.2,12.8,17.3,3,"1,104","1,076","1,495","8,639",> 100%
Region,Region 9,All,2020-21,10,7.6,7.2,10.8,14.2,0,909,781,"1,195","8,405",> 100%
Region,Region 9,All,2020-21,11,7.6,7.1,9.8,13.3,0,801,676,"1,081","8,152",> 100%
Region,Region 9,All,2020-21,12,7.5,7.1,8.5,11.2,1,663,485,874,"7,802",> 100%
Region,Region 9,All,2020-21,13,7.4,7,7.3,9.5,4,570,375,743,"7,849",> 100%
Region,Region 9,All,2020-21,14,7.4,6.9,7.9,9.9,1,592,375,741,"7,472",> 100%
Region,Region 9,All,2020-21,15,7.3,6.8,7.7,9.4,0,567,322,692,"7,360",> 100%
Region,Region 9,All,2020-21,16,7.2,6.7,7.4,9.3,0,544,302,685,"7,387",> 100%
Region,Region 9,All,2020-21,17,7.1,6.6,7.4,9.2,0,547,293,680,"7,377",> 100%
Region,Region 9,All,2020-21,18,6.9,6.5,7,8.7,1,526,292,660,"7,574",> 100%
Region,Region 9,All,2020-21,19,6.8,6.4,6.5,8.1,1,477,246,592,"7,313",> 100%
Region,Region 9,All,2020-21,20,6.7,6.3,7,8.3,0,508,239,601,"7,263",> 100%
Region,Region 9,All,2020-21,21,6.6,6.1,6.4,7.7,0,466,215,558,"7,253",> 100%
Region,Region 9,All,2020-21,22,6.5,6,6.4,7.5,0,465,183,547,"7,283",> 100%
Region,Region 9,All,2020-21,23,6.4,5.9,6.2,7.3,0,447,164,527,"7,177",> 100%
Region,Region 9,All,2020-21,24,6.3,5.8,5.8,6.9,0,437,184,524,"7,560",> 100%
Region,Region 9,All,2020-21,25,6.2,5.7,6.5,7.3,0,483,169,548,"7,462",> 100%
Region,Region 9,All,2020-21,26,6.1,5.6,6.3,7.2,0,460,176,527,"7,312",> 100%
Region,Region 9,All,2020-21,27,6,5.5,6.3,7.5,0,466,220,556,"7,386",> 100%
Region,Region 9,All,2020-21,28,5.9,5.5,6.9,8.5,1,522,284,643,"7,574",> 100%
Region,Region 9,All,2020-21,29,5.8,5.4,7.7,9.6,0,580,382,722,"7,494",> 100%
Region,Region 9,All,2020-21,30,5.8,5.4,9.3,11.9,0,718,551,915,"7,696",> 100%
Region,Region 9,All,2020-21,31,5.8,5.3,10.4,13.7,2,836,737,"1,102","8,059",> 100%
Region,Region 9,All,2020-21,32,5.7,5.3,12.6,16.8,0,"1,064","1,026","1,423","8,466",> 100%
Region,Region 9,All,2020-21,33,5.7,5.3,13.4,18.8,1,"1,170","1,249","1,640","8,723",> 100%
Region,Region 9,All,2020-21,34,5.8,5.3,15,20.8,1,"1,337","1,456","1,855","8,939",> 100%
Region,Region 9,All,2020-21,35,5.8,5.3,16.1,22.2,1,"1,452","1,589","2,004","9,033",> 100%
Region,Region 9,All,2020-21,36,5.8,5.4,16.3,21.8,0,"1,505","1,665","2,021","9,250",> 100%
Region,Region 9,All,2020-21,37,5.9,5.4,15.9,21.8,2,"1,407","1,505","1,929","8,859",> 100%
Region,Region 9,All,2020-21,38,5.9,5.5,15.4,20.6,0,"1,375","1,435","1,838","8,929",> 100%
Region,Region 9,All,2020-21,39,6,5.6,14.9,19.7,0,"1,286","1,290","1,696","8,612",> 100%
Region,Region 10,All,2020-21,40,5.3,4.8,5.7,8.2,0,129,101,188,"2,280",> 100%
Region,Region 10,All,2020-21,41,5.4,4.9,5.5,7.4,3,126,95,172,"2,336",> 100%
Region,Region 10,All,2020-21,42,5.6,5,6.1,9.5,1,138,132,218,"2,292",> 100%
Region,Region 10,All,2020-21,43,5.7,5.1,7.2,10.2,1,172,142,244,"2,396",> 100%
Region,Region 10,All,2020-21,44,5.8,5.2,7.6,12,1,184,185,293,"2,443",> 100%
Region,Region 10,All,2020-21,45,5.9,5.4,6.8,10.7,0,176,189,276,"2,584",> 100%
Region,Region 10,All,2020-21,46,6.1,5.5,8.1,13,0,218,241,350,"2,685",> 100%
Region,Region 10,All,2020-21,47,6.2,5.6,8.7,15.2,0,232,305,405,"2,672",> 100%
Region,Region 10,All,2020-21,48,6.3,5.8,10.1,18.2,0,271,395,488,"2,679",> 100%
Region,Region 10,All,2020-21,49,6.5,5.9,12.7,22.2,2,356,505,623,"2,812",> 100%
Region,Region 10,All,2020-21,50,6.6,6,11.7,21.1,0,334,504,603,"2,864",> 100%
Region,Region 10,All,2020-21,51,6.7,6.2,11.6,20,1,331,473,572,"2,861",> 100%
Region,Region 10,All,2020-21,52,6.9,6.3,11.5,19.9,1,320,451,556,"2,788",> 100%
Region,Region 10,All,2020-21,53,7,6.4,12.3,19,0,332,405,515,"2,709",> 100%
Region,Region 10,All,2020-21,1,7.1,6.5,11.3,18.9,1,320,437,536,"2,838",> 100%
Region,Region 10,All,2020-21,2,7.2,6.6,9.3,15.7,1,256,336,434,"2,762",> 100%
Region,Region 10,All,2020-21,3,7.2,6.7,10.1,16.6,1,260,352,430,"2,596",> 100%
Region,Region 10,All,2020-21,4,7.3,6.7,9.3,14.6,0,237,285,373,"2,556",> 100%
Region,Region 10,All,2020-21,5,7.3,6.8,9.3,14.3,0,243,264,372,"2,605",> 100%
Region,Region 10,All,2020-21,6,7.4,6.8,7.1,10.3,1,172,175,251,"2,432",> 100%
Region,Region 10,All,2020-21,7,7.4,6.8,7.4,10.2,0,183,157,251,"2,465",> 100%
Region,Region 10,All,2020-21,8,7.4,6.8,6.5,9.7,0,160,153,238,"2,444",> 100%
Region,Region 10,All,2020-21,9,7.3,6.8,6.8,8.8,0,166,119,215,"2,447",> 100%
Region,Region 10,All,2020-21,10,7.3,6.7,6.1,7.6,0,145,78,181,"2,385",> 100%
Region,Region 10,All,2020-21,11,7.3,6.7,5.6,7.4,0,134,90,176,"2,386",> 100%
Region,Region 10,All,2020-21,12,7.2,6.6,5.7,7.3,0,137,95,178,"2,422",> 100%
Region,Region 10,All,2020-21,13,7.1,6.5,4.1,5.9,0,100,85,143,"2,414",> 100%
Region,Region 10,All,2020-21,14,7,6.4,6.4,8.3,0,155,108,202,"2,426",> 100%
Region,Region 10,All,2020-21,15,6.9,6.3,6.4,8.4,0,147,111,195,"2,314",> 100%
Region,Region 10,All,2020-21,16,6.8,6.2,5.3,7.6,0,125,106,180,"2,376",> 100%
Region,Region 10,All,2020-21,17,6.7,6.1,6.5,8.5,0,156,114,205,"2,407",> 100%
Region,Region 10,All,2020-21,18,6.5,6,6.5,8.9,0,154,131,210,"2,355",> 100%
Region,Region 10,All,2020-21,19,6.4,5.8,7.6,9.8,1,180,155,234,"2,387",> 100%
Region,Region 10,All,2020-21,20,6.3,5.7,6.4,8.9,0,153,130,215,"2,406",> 100%
Region,Region 10,All,2020-21,21,6.1,5.5,6.5,8.6,1,154,124,206,"2,399",> 100%
Region,Region 10,All,2020-21,22,6,5.4,6,7.8,0,146,101,190,"2,427",> 100%
Region,Region 10,All,2020-21,23,5.9,5.3,6.5,8.1,1,157,106,197,"2,441",> 100%
Region,Region 10,All,2020-21,24,5.7,5.2,5.8,7.3,0,136,87,171,"2,358",> 100%
Region,Region 10,All,2020-21,25,5.6,5,5.2,6.4,0,126,81,156,"2,424",> 100%
Region,Region 10,All,2020-21,26,5.5,4.9,4.2,5.1,0,124,76,150,"2,930",> 100%
Region,Region 10,All,2020-21,27,5.4,4.8,4.6,5.8,0,112,57,142,"2,454",> 100%
Region,Region 10,All,2020-21,28,5.3,4.7,5.1,5.8,0,123,52,141,"2,421",> 100%
Region,Region 10,All,2020-21,29,5.2,4.7,5.8,7.1,0,143,81,176,"2,473",> 100%
Region,Region 10,All,2020-21,30,5.2,4.6,5.9,8,0,148,117,200,"2,489",> 100%
Region,Region 10,All,2020-21,31,5.1,4.6,7.4,10.8,0,189,198,276,"2,554",> 100%
Region,Region 10,All,2020-21,32,5.1,4.5,9.1,13.6,0,240,274,357,"2,624",> 100%
Region,Region 10,All,2020-21,33,5.1,4.5,10.8,17,0,300,391,472,"2,770",> 100%
Region,Region 10,All,2020-21,34,5.1,4.5,13.8,20.4,0,397,489,586,"2,878",> 100%
Region,Region 10,All,2020-21,35,5.1,4.6,15.6,23.8,1,486,646,744,"3,130",> 100%
Region,Region 10,All,2020-21,36,5.2,4.6,15.8,23.8,1,478,644,720,"3,029",> 100%
Region,Region 10,All,2020-21,37,5.2,4.6,16.9,26.1,0,520,711,806,"3,085",> 100%
Region,Region 10,All,2020-21,38,5.3,4.7,15.9,25.3,0,506,722,803,"3,179",> 100%
Region,Region 10,All,2020-21,39,5.4,4.8,14.9,24.5,0,465,666,764,"3,123",> 100%
Region,Region 1,All,2019-20,40,6.3,5.6,5.8,5.8,0,144,0,144,"2,476",98.9%
Region,Region 1,All,2019-20,41,6.3,5.7,6.9,6.9,0,170,0,170,"2,447",97.7%
Region,Region 1,All,2019-20,42,6.4,5.8,6.1,6.1,0,156,0,156,"2,552",> 100%
Region,Region 1,All,2019-20,43,6.5,5.9,6,6,0,151,0,151,"2,526",> 100%
Region,Region 1,All,2019-20,44,6.6,6,5.1,5.1,1,129,0,130,"2,543",> 100%
Region,Region 1,All,2019-20,45,6.7,6.1,5.8,5.8,2,145,0,147,"2,528",> 100%
Region,Region 1,All,2019-20,46,6.9,6.2,5.8,5.8,0,151,0,151,"2,601",> 100%
Region,Region 1,All,2019-20,47,7,6.3,6.6,6.6,0,183,0,183,"2,774",> 100%
Region,Region 1,All,2019-20,48,7.1,6.5,5.2,5.2,3,136,0,139,"2,684",> 100%
Region,Region 1,All,2019-20,49,7.3,6.6,6.5,6.5,1,176,0,177,"2,741",> 100%
Region,Region 1,All,2019-20,50,7.4,6.7,6.2,6.2,0,166,0,166,"2,680",> 100%
Region,Region 1,All,2019-20,51,7.5,6.9,6.8,6.8,6,175,0,181,"2,667",> 100%
Region,Region 1,All,2019-20,52,7.6,7,6.5,6.5,9,166,0,175,"2,708",> 100%
Region,Region 1,All,2019-20,1,7.8,7.1,7,7,7,187,0,194,"2,770",> 100%
Region,Region 1,All,2019-20,2,7.9,7.2,7.4,7.4,22,183,0,205,"2,774",> 100%
Region,Region 1,All,2019-20,3,8,7.3,7.9,7.9,23,189,0,212,"2,693",> 100%
Region,Region 1,All,2019-20,4,8.1,7.4,7.3,7.3,26,180,0,206,"2,820",> 100%
Region,Region 1,All,2019-20,5,8.2,7.5,8.3,8.3,38,189,0,227,"2,729",> 100%
Region,Region 1,All,2019-20,6,8.2,7.6,7.4,7.4,33,175,0,208,"2,811",> 100%
Region,Region 1,All,2019-20,7,8.3,7.6,7.7,7.7,37,175,0,212,"2,769",> 100%
Region,Region 1,All,2019-20,8,8.3,7.7,7.9,7.9,36,179,1,216,"2,722",> 100%
Region,Region 1,All,2019-20,9,8.4,7.7,9.5,9.5,42,224,0,266,"2,802",> 100%
Region,Region 1,All,2019-20,10,8.4,7.7,8.1,8.2,29,198,2,228,"2,795",> 100%
Region,Region 1,All,2019-20,11,8.4,7.7,8.3,8.3,34,200,0,234,"2,835",> 100%
Region,Region 1,All,2019-20,12,8.3,7.7,9.1,9.5,25,220,19,256,"2,705",> 100%
Region,Region 1,All,2019-20,13,8.3,7.7,9.9,12.5,16,268,119,359,"2,875",> 100%
Region,Region 1,All,2019-20,14,8.2,7.6,13.1,22.5,18,416,489,747,"3,323",> 100%
Region,Region 1,All,2019-20,15,8.2,7.5,15.1,35.3,7,629,"1,243","1,487","4,208",> 100%
Region,Region 1,All,2019-20,16,8.1,7.5,15.8,44.4,9,755,"1,909","2,140","4,825",> 100%
Region,Region 1,All,2019-20,17,8,7.4,17.8,47.1,5,855,"2,064","2,274","4,827",> 100%
Region,Region 1,All,2019-20,18,7.9,7.3,17.3,45.8,4,766,"1,863","2,037","4,444",> 100%
Region,Region 1,All,2019-20,19,7.8,7.2,16.7,41.8,4,692,"1,581","1,745","4,178",> 100%
Region,Region 1,All,2019-20,20,7.7,7,14.2,39,0,536,"1,338","1,473","3,778",> 100%
Region,Region 1,All,2019-20,21,7.6,6.9,13,33.2,1,428,962,"1,097","3,306",> 100%
Region,Region 1,All,2019-20,22,7.4,6.8,11.5,27.5,0,349,726,838,"3,047",> 100%
Region,Region 1,All,2019-20,23,7.3,6.7,9.5,21,0,263,457,579,"2,760",> 100%
Region,Region 1,All,2019-20,24,7.2,6.5,8,16.6,0,210,332,435,"2,626",> 100%
Region,Region 1,All,2019-20,25,7,6.4,7.1,13.4,0,180,227,341,"2,541",> 100%
Region,Region 1,All,2019-20,26,6.9,6.3,6.7,12,0,170,192,306,"2,551",> 100%
Region,Region 1,All,2019-20,27,6.8,6.1,6.3,10.2,0,149,133,243,"2,383",95.2%
Region,Region 1,All,2019-20,28,6.7,6,4.8,8.3,1,118,109,205,"2,471",98.7%
Region,Region 1,All,2019-20,29,6.6,5.9,4.7,6.9,0,114,74,168,"2,425",96.9%
Region,Region 1,All,2019-20,30,6.5,5.8,4.9,6.9,0,122,71,171,"2,492",99.5%
Region,Region 1,All,2019-20,31,6.4,5.8,4.2,5.9,0,100,58,141,"2,392",95.5%
Region,Region 1,All,2019-20,32,6.3,5.7,4.8,6.7,0,115,55,161,"2,400",95.9%
Region,Region 1,All,2019-20,33,6.3,5.6,4.5,5.8,0,109,45,141,"2,417",96.5%
Region,Region 1,All,2019-20,34,6.2,5.6,4.9,6.7,0,121,62,167,"2,478",99%
Region,Region 1,All,2019-20,35,6.2,5.6,5,6.3,0,118,42,150,"2,373",94.8%
Region,Region 1,All,2019-20,36,6.2,5.6,4.1,5.4,0,100,39,131,"2,421",96.7%
Region,Region 1,All,2019-20,37,6.2,5.6,4.2,5.4,0,102,44,130,"2,405",96.1%
Region,Region 1,All,2019-20,38,6.2,5.6,6,7.3,0,148,57,181,"2,486",99.3%
Region,Region 1,All,2019-20,39,6.3,5.6,5.1,6.3,0,136,46,166,"2,644",> 100%
Region,Region 2,All,2019-20,40,6.9,6.4,6.4,6.4,0,274,0,274,"4,293",98.7%
Region,Region 2,All,2019-20,41,7,6.5,6.3,6.3,1,279,0,280,"4,446",> 100%
Region,Region 2,All,2019-20,42,7.1,6.6,6.7,6.7,2,297,0,299,"4,436",> 100%
Region,Region 2,All,2019-20,43,7.2,6.7,6.7,6.7,1,290,0,291,"4,347",99.9%
Region,Region 2,All,2019-20,44,7.3,6.8,6.6,6.6,2,281,0,283,"4,273",98.2%
Region,Region 2,All,2019-20,45,7.4,6.9,7.1,7.1,1,321,0,322,"4,557",> 100%
Region,Region 2,All,2019-20,46,7.5,7,6.5,6.5,0,296,0,296,"4,588",> 100%
Region,Region 2,All,2019-20,47,7.6,7.1,6.3,6.3,5,281,0,286,"4,546",> 100%
Region,Region 2,All,2019-20,48,7.7,7.2,6.2,6.2,1,275,0,276,"4,430",> 100%
Region,Region 2,All,2019-20,49,7.8,7.3,6.4,6.4,5,301,0,306,"4,791",> 100%
Region,Region 2,All,2019-20,50,7.9,7.4,7.3,7.3,5,338,0,343,"4,710",> 100%
Region,Region 2,All,2019-20,51,8.1,7.6,6.8,6.8,2,314,0,316,"4,619",> 100%
