AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 1,All,2018-19,19,7.7,7,6.1,6.1,3,146,0,149,"2,455",98.1%
Region,Region 1,All,2018-19,20,7.6,6.9,6.3,6.3,3,147,0,150,"2,383",95.2%
Region,Region 1,All,2018-19,21,7.4,6.8,6.5,6.5,3,155,0,158,"2,419",96.6%
Region,Region 1,All,2018-19,22,7.3,6.7,6.4,6.4,3,149,0,152,"2,392",95.5%
Region,Region 1,All,2018-19,23,7.2,6.5,6.2,6.2,0,156,0,156,"2,499",99.8%
Region,Region 1,All,2018-19,24,7.1,6.4,7,7,0,161,0,161,"2,306",92.1%
Region,Region 1,All,2018-19,25,6.9,6.3,6.5,6.5,1,157,0,158,"2,431",97.1%
Region,Region 1,All,2018-19,26,6.8,6.2,5.9,5.9,1,142,0,143,"2,437",97.3%
Region,Region 1,All,2018-19,27,6.7,6.1,6.4,6.4,0,159,0,159,"2,482",99.1%
Region,Region 1,All,2018-19,28,6.6,5.9,5.9,5.9,0,138,0,138,"2,352",93.9%
Region,Region 1,All,2018-19,29,6.5,5.8,6.3,6.3,0,150,0,150,"2,374",94.8%
Region,Region 1,All,2018-19,30,6.4,5.8,6,6,0,146,0,146,"2,446",97.7%
Region,Region 1,All,2018-19,31,6.3,5.7,5.9,5.9,0,137,0,137,"2,336",93.3%
Region,Region 1,All,2018-19,32,6.3,5.6,4.7,4.7,0,115,0,115,"2,469",98.6%
Region,Region 1,All,2018-19,33,6.2,5.6,5.4,5.4,2,124,0,126,"2,337",93.3%
Region,Region 1,All,2018-19,34,6.2,5.5,5.3,5.3,0,126,0,126,"2,374",94.8%
Region,Region 1,All,2018-19,35,6.1,5.5,5.8,5.8,0,142,0,142,"2,448",97.8%
Region,Region 1,All,2018-19,36,6.1,5.5,5.3,5.3,0,122,0,122,"2,319",92.6%
Region,Region 1,All,2018-19,37,6.1,5.5,5.1,5.1,0,123,0,123,"2,389",95.4%
Region,Region 1,All,2018-19,38,6.2,5.5,5.5,5.5,0,134,0,134,"2,442",97.5%
Region,Region 1,All,2018-19,39,6.2,5.6,6.5,6.5,1,162,0,163,"2,502",99.9%
Region,Region 2,All,2018-19,40,6.9,6.4,7.2,7.2,3,309,0,312,"4,332",99.6%
Region,Region 2,All,2018-19,41,7,6.5,6.7,6.7,1,291,0,292,"4,352",> 100%
Region,Region 2,All,2018-19,42,7.1,6.6,6.7,6.7,0,296,0,296,"4,444",> 100%
Region,Region 2,All,2018-19,43,7.2,6.7,7.3,7.3,1,332,0,333,"4,585",> 100%
Region,Region 2,All,2018-19,44,7.3,6.8,6.9,6.9,1,313,0,314,"4,561",> 100%
Region,Region 2,All,2018-19,45,7.4,6.9,7.9,7.9,3,346,0,349,"4,407",> 100%
Region,Region 2,All,2018-19,46,7.6,7.1,7.1,7.1,1,312,0,313,"4,424",> 100%
Region,Region 2,All,2018-19,47,7.7,7.2,6.8,6.8,0,308,0,308,"4,514",> 100%
Region,Region 2,All,2018-19,48,7.8,7.3,6.7,6.7,3,303,0,306,"4,590",> 100%
Region,Region 2,All,2018-19,49,7.9,7.4,7.3,7.3,2,335,0,337,"4,612",> 100%
Region,Region 2,All,2018-19,50,8,7.5,7.3,7.3,3,330,0,333,"4,552",> 100%
Region,Region 2,All,2018-19,51,8.1,7.6,6.4,6.4,5,292,0,297,"4,613",> 100%
Region,Region 2,All,2018-19,52,8.2,7.7,8,8,13,358,0,371,"4,657",> 100%
Region,Region 2,All,2018-19,1,8.3,7.8,8.4,8.4,14,393,0,407,"4,826",> 100%
Region,Region 2,All,2018-19,2,8.4,7.9,8.2,8.2,18,365,0,383,"4,683",> 100%
Region,Region 2,All,2018-19,3,8.5,8,8.4,8.4,23,378,0,401,"4,767",> 100%
Region,Region 2,All,2018-19,4,8.5,8,8.2,8.2,31,370,0,401,"4,906",> 100%
Region,Region 2,All,2018-19,5,8.6,8.1,8.4,8.4,41,361,0,402,"4,789",> 100%
Region,Region 2,All,2018-19,6,8.6,8.1,8.4,8.4,36,381,0,417,"4,978",> 100%
Region,Region 2,All,2018-19,7,8.6,8.1,8.3,8.3,33,360,0,393,"4,722",> 100%
Region,Region 2,All,2018-19,8,8.6,8.1,8.4,8.4,36,360,0,396,"4,707",> 100%
Region,Region 2,All,2018-19,9,8.6,8.1,7.9,7.9,35,338,0,373,"4,739",> 100%
Region,Region 2,All,2018-19,10,8.6,8.1,8.1,8.1,40,355,0,395,"4,876",> 100%
Region,Region 2,All,2018-19,11,8.5,8,8.5,8.5,34,364,0,398,"4,661",> 100%
Region,Region 2,All,2018-19,12,8.5,8,8.6,8.6,37,363,0,400,"4,654",> 100%
Region,Region 2,All,2018-19,13,8.4,7.9,7.5,7.5,27,322,0,349,"4,627",> 100%
Region,Region 2,All,2018-19,14,8.3,7.8,7.6,7.6,33,308,0,341,"4,511",> 100%
Region,Region 2,All,2018-19,15,8.2,7.7,8.1,8.1,28,332,0,360,"4,466",> 100%
Region,Region 2,All,2018-19,16,8.2,7.7,6.7,6.7,11,280,0,291,"4,340",99.8%
Region,Region 2,All,2018-19,17,8,7.5,7.4,7.4,11,297,0,308,"4,179",96.1%
Region,Region 2,All,2018-19,18,7.9,7.4,6.9,6.9,7,295,0,302,"4,383",> 100%
Region,Region 2,All,2018-19,19,7.8,7.3,7.3,7.3,6,305,0,311,"4,239",97.4%
Region,Region 2,All,2018-19,20,7.7,7.2,6.8,6.8,4,290,0,294,"4,318",99.3%
Region,Region 2,All,2018-19,21,7.6,7.1,7.2,7.2,0,318,0,318,"4,403",> 100%
Region,Region 2,All,2018-19,22,7.5,7,7.2,7.2,3,291,0,294,"4,097",94.2%
Region,Region 2,All,2018-19,23,7.3,6.8,6.4,6.4,2,270,0,272,"4,265",98%
Region,Region 2,All,2018-19,24,7.2,6.7,6.7,6.7,1,283,0,284,"4,230",97.2%
Region,Region 2,All,2018-19,25,7.1,6.6,7,7,1,286,0,287,"4,106",94.4%
Region,Region 2,All,2018-19,26,7,6.5,6.2,6.2,2,262,0,264,"4,273",98.2%
Region,Region 2,All,2018-19,27,6.9,6.4,6.6,6.6,0,282,0,282,"4,259",97.9%
Region,Region 2,All,2018-19,28,6.9,6.4,6.5,6.5,1,267,0,268,"4,137",95.1%
Region,Region 2,All,2018-19,29,6.8,6.3,6.5,6.5,0,277,0,277,"4,274",98.3%
Region,Region 2,All,2018-19,30,6.7,6.2,6.6,6.6,0,276,0,276,"4,153",95.5%
Region,Region 2,All,2018-19,31,6.7,6.2,6.3,6.3,0,263,0,263,"4,171",95.9%
Region,Region 2,All,2018-19,32,6.6,6.1,6.6,6.6,0,277,0,277,"4,208",96.7%
Region,Region 2,All,2018-19,33,6.6,6.1,5.9,5.9,0,243,0,243,"4,131",95%
Region,Region 2,All,2018-19,34,6.6,6.1,5.9,5.9,0,240,0,240,"4,076",93.7%
Region,Region 2,All,2018-19,35,6.6,6.1,6.1,6.1,0,245,0,245,"4,020",92.4%
Region,Region 2,All,2018-19,36,6.6,6.1,6.3,6.3,0,262,0,262,"4,137",95.1%
Region,Region 2,All,2018-19,37,6.7,6.2,6.4,6.4,0,256,0,256,"4,022",92.5%
Region,Region 2,All,2018-19,38,6.7,6.2,6.3,6.3,2,263,0,265,"4,210",96.8%
Region,Region 2,All,2018-19,39,6.8,6.3,6.1,6.1,1,254,0,255,"4,192",96.4%
Region,Region 3,All,2018-19,40,5.5,5,5.2,5.2,0,288,0,288,"5,574",> 100%
Region,Region 3,All,2018-19,41,5.6,5.1,4.8,4.8,0,258,0,258,"5,352",98%
Region,Region 3,All,2018-19,42,5.6,5.2,5.2,5.2,1,291,0,292,"5,591",> 100%
Region,Region 3,All,2018-19,43,5.7,5.2,5,5,0,285,0,285,"5,721",> 100%
Region,Region 3,All,2018-19,44,5.8,5.3,5.7,5.7,1,325,0,326,"5,679",> 100%
Region,Region 3,All,2018-19,45,5.9,5.4,4.9,4.9,2,268,0,270,"5,524",> 100%
Region,Region 3,All,2018-19,46,6,5.5,5.4,5.4,1,300,0,301,"5,579",> 100%
Region,Region 3,All,2018-19,47,6.1,5.6,5.3,5.3,0,296,0,296,"5,584",> 100%
Region,Region 3,All,2018-19,48,6.2,5.7,6,6,4,342,0,346,"5,733",> 100%
Region,Region 3,All,2018-19,49,6.3,5.8,5.4,5.4,4,310,0,314,"5,789",> 100%
Region,Region 3,All,2018-19,50,6.4,5.9,6.1,6.1,4,357,0,361,"5,935",> 100%
Region,Region 3,All,2018-19,51,6.5,6,5.6,5.6,5,331,0,336,"5,999",> 100%
Region,Region 3,All,2018-19,52,6.5,6.1,5.9,5.9,10,323,0,333,"5,668",> 100%
Region,Region 3,All,2018-19,1,6.6,6.2,6.2,6.2,19,341,0,360,"5,827",> 100%
Region,Region 3,All,2018-19,2,6.7,6.2,6.6,6.6,20,369,0,389,"5,895",> 100%
Region,Region 3,All,2018-19,3,6.8,6.3,6.4,6.4,18,361,0,379,"5,945",> 100%
Region,Region 3,All,2018-19,4,6.8,6.3,6.3,6.3,25,359,0,384,"6,114",> 100%
Region,Region 3,All,2018-19,5,6.8,6.4,7.1,7.1,29,401,0,430,"6,080",> 100%
Region,Region 3,All,2018-19,6,6.9,6.4,7,7,38,386,0,424,"6,031",> 100%
Region,Region 3,All,2018-19,7,6.9,6.4,7.1,7.1,46,375,0,421,"5,909",> 100%
Region,Region 3,All,2018-19,8,6.9,6.4,6.9,6.9,49,355,0,404,"5,845",> 100%
Region,Region 3,All,2018-19,9,6.9,6.4,7.3,7.3,74,367,0,441,"6,030",> 100%
Region,Region 3,All,2018-19,10,6.9,6.4,6.7,6.7,47,358,0,405,"6,038",> 100%
Region,Region 3,All,2018-19,11,6.8,6.4,7.6,7.6,51,406,0,457,"5,999",> 100%
Region,Region 3,All,2018-19,12,6.8,6.3,6.9,6.9,54,352,0,406,"5,904",> 100%
Region,Region 3,All,2018-19,13,6.8,6.3,7,7,62,349,0,411,"5,883",> 100%
Region,Region 3,All,2018-19,14,6.7,6.2,6.8,6.8,46,350,0,396,"5,864",> 100%
Region,Region 3,All,2018-19,15,6.6,6.2,6.1,6.1,42,313,0,355,"5,777",> 100%
Region,Region 3,All,2018-19,16,6.5,6.1,6,6,33,312,0,345,"5,706",> 100%
Region,Region 3,All,2018-19,17,6.5,6,5.9,5.9,12,307,0,319,"5,367",98.3%
Region,Region 3,All,2018-19,18,6.4,5.9,5.4,5.4,13,283,0,296,"5,479",> 100%
Region,Region 3,All,2018-19,19,6.3,5.8,5.2,5.2,5,275,0,280,"5,391",98.7%
Region,Region 3,All,2018-19,20,6.2,5.7,5.1,5.1,7,275,0,282,"5,506",> 100%
Region,Region 3,All,2018-19,21,6.1,5.6,5.3,5.3,3,283,0,286,"5,404",99%
Region,Region 3,All,2018-19,22,6,5.5,5,5,1,269,0,270,"5,398",98.9%
Region,Region 3,All,2018-19,23,5.9,5.4,5.8,5.8,2,307,0,309,"5,345",97.9%
Region,Region 3,All,2018-19,24,5.8,5.3,5,5,0,270,0,270,"5,408",99%
Region,Region 3,All,2018-19,25,5.7,5.2,5.4,5.4,0,290,0,290,"5,394",98.8%
Region,Region 3,All,2018-19,26,5.6,5.1,5.4,5.4,0,290,0,290,"5,362",98.2%
Region,Region 3,All,2018-19,27,5.5,5,5.1,5.1,2,267,0,269,"5,299",97%
Region,Region 3,All,2018-19,28,5.4,5,4.8,4.8,1,251,0,252,"5,220",95.6%
Region,Region 3,All,2018-19,29,5.4,4.9,4.8,4.8,0,256,0,256,"5,324",97.5%
Region,Region 3,All,2018-19,30,5.3,4.8,4.9,4.9,0,262,0,262,"5,358",98.1%
Region,Region 3,All,2018-19,31,5.3,4.8,5.1,5.1,0,268,0,268,"5,212",95.5%
Region,Region 3,All,2018-19,32,5.2,4.8,5,5,1,269,0,270,"5,350",98%
Region,Region 3,All,2018-19,33,5.2,4.7,4.6,4.6,0,242,0,242,"5,309",97.2%
Region,Region 3,All,2018-19,34,5.2,4.7,5,5,0,262,0,262,"5,195",95.1%
Region,Region 3,All,2018-19,35,5.2,4.7,4.9,4.9,1,254,0,255,"5,252",96.2%
Region,Region 3,All,2018-19,36,5.2,4.7,4.9,4.9,5,253,0,258,"5,280",96.7%
Region,Region 3,All,2018-19,37,5.2,4.8,4.2,4.2,0,220,0,220,"5,248",96.1%
Region,Region 3,All,2018-19,38,5.3,4.8,4.7,4.7,0,247,0,247,"5,310",97.2%
Region,Region 3,All,2018-19,39,5.3,4.8,4.5,4.5,0,247,0,247,"5,444",99.7%
Region,Region 4,All,2018-19,40,5.7,5.4,5.6,5.6,0,656,0,656,"11,739",99.5%
Region,Region 4,All,2018-19,41,5.8,5.5,5.3,5.3,2,623,0,625,"11,748",99.5%
Region,Region 4,All,2018-19,42,5.9,5.6,5.4,5.4,5,628,0,633,"11,656",98.7%
Region,Region 4,All,2018-19,43,6,5.6,5.3,5.3,6,634,0,640,"12,118",> 100%
Region,Region 4,All,2018-19,44,6.1,5.7,5.4,5.4,7,640,0,647,"11,973",> 100%
Region,Region 4,All,2018-19,45,6.2,5.8,5,5,9,596,0,605,"11,982",> 100%
Region,Region 4,All,2018-19,46,6.3,5.9,5.5,5.5,10,680,0,690,"12,517",> 100%
Region,Region 4,All,2018-19,47,6.4,6,5.7,5.7,7,699,0,706,"12,347",> 100%
Region,Region 4,All,2018-19,48,6.5,6.1,5.5,5.5,14,669,0,683,"12,492",> 100%
Region,Region 4,All,2018-19,49,6.6,6.2,6,6,15,742,0,757,"12,654",> 100%
Region,Region 4,All,2018-19,50,6.7,6.3,6.2,6.2,15,795,0,810,"13,017",> 100%
Region,Region 4,All,2018-19,51,6.7,6.4,6.4,6.4,19,795,0,814,"12,814",> 100%
Region,Region 4,All,2018-19,52,6.8,6.5,6.7,6.7,32,828,0,860,"12,768",> 100%
Region,Region 4,All,2018-19,1,6.9,6.5,6.8,6.8,53,834,0,887,"13,087",> 100%
Region,Region 4,All,2018-19,2,7,6.6,7.2,7.2,50,885,0,935,"13,041",> 100%
Region,Region 4,All,2018-19,3,7,6.6,6.9,6.9,43,850,0,893,"12,968",> 100%
Region,Region 4,All,2018-19,4,7,6.7,6.4,6.4,41,779,0,820,"12,823",> 100%
Region,Region 4,All,2018-19,5,7.1,6.7,6.6,6.6,53,805,0,858,"13,065",> 100%
Region,Region 4,All,2018-19,6,7.1,6.7,6.7,6.7,75,810,0,885,"13,254",> 100%
Region,Region 4,All,2018-19,7,7.1,6.7,7.4,7.4,122,847,0,969,"13,055",> 100%
Region,Region 4,All,2018-19,8,7.1,6.7,7.5,7.5,102,881,0,983,"13,077",> 100%
Region,Region 4,All,2018-19,9,7.1,6.7,6.8,6.8,104,774,0,878,"12,955",> 100%
Region,Region 4,All,2018-19,10,7,6.7,6.4,6.4,96,735,0,831,"12,926",> 100%
Region,Region 4,All,2018-19,11,7,6.6,7.3,7.3,78,848,0,926,"12,724",> 100%
Region,Region 4,All,2018-19,12,6.9,6.6,6.8,6.8,63,798,0,861,"12,706",> 100%
Region,Region 4,All,2018-19,13,6.9,6.5,6.4,6.4,51,768,0,819,"12,875",> 100%
Region,Region 4,All,2018-19,14,6.8,6.4,6.6,6.6,45,809,0,854,"12,845",> 100%
Region,Region 4,All,2018-19,15,6.7,6.4,6.3,6.3,38,759,0,797,"12,744",> 100%
Region,Region 4,All,2018-19,16,6.6,6.3,6.5,6.5,29,770,0,799,"12,267",> 100%
Region,Region 4,All,2018-19,17,6.5,6.2,6.3,6.3,30,765,0,795,"12,574",> 100%
Region,Region 4,All,2018-19,18,6.4,6.1,6.1,6.1,23,739,0,762,"12,553",> 100%
Region,Region 4,All,2018-19,19,6.3,6,6.2,6.2,10,763,0,773,"12,381",> 100%
Region,Region 4,All,2018-19,20,6.2,5.9,5.7,5.7,10,692,0,702,"12,287",> 100%
Region,Region 4,All,2018-19,21,6.1,5.8,5.7,5.7,7,688,0,695,"12,292",> 100%
Region,Region 4,All,2018-19,22,6,5.7,6,6,5,729,0,734,"12,254",> 100%
Region,Region 4,All,2018-19,23,5.9,5.6,5.4,5.4,5,654,0,659,"12,246",> 100%
Region,Region 4,All,2018-19,24,5.8,5.5,5.4,5.4,6,651,0,657,"12,136",> 100%
Region,Region 4,All,2018-19,25,5.7,5.4,5.1,5.1,4,612,0,616,"12,088",> 100%
Region,Region 4,All,2018-19,26,5.6,5.3,5.4,5.4,4,636,0,640,"11,818",> 100%
Region,Region 4,All,2018-19,27,5.6,5.2,5.2,5.2,4,626,0,630,"12,087",> 100%
Region,Region 4,All,2018-19,28,5.5,5.2,4.9,4.9,4,577,0,581,"11,829",> 100%
Region,Region 4,All,2018-19,29,5.4,5.1,5,5,1,591,0,592,"11,787",99.9%
Region,Region 4,All,2018-19,30,5.4,5.1,5.4,5.4,1,636,0,637,"11,872",> 100%
Region,Region 4,All,2018-19,31,5.4,5,5.6,5.6,4,662,0,666,"11,940",> 100%
Region,Region 4,All,2018-19,32,5.3,5,5.2,5.2,2,610,0,612,"11,857",> 100%
Region,Region 4,All,2018-19,33,5.3,5,5,5,4,580,0,584,"11,612",98.4%
Region,Region 4,All,2018-19,34,5.3,5,5.2,5.2,4,608,0,612,"11,737",99.4%
Region,Region 4,All,2018-19,35,5.3,5,4.9,4.9,5,565,0,570,"11,612",98.4%
Region,Region 4,All,2018-19,36,5.4,5,4.9,4.9,3,577,0,580,"11,836",> 100%
Region,Region 4,All,2018-19,37,5.4,5.1,5,5,6,579,0,585,"11,818",> 100%
Region,Region 4,All,2018-19,38,5.4,5.1,5.2,5.2,6,604,0,610,"11,713",99.2%
Region,Region 4,All,2018-19,39,5.5,5.2,5.1,5.1,6,601,0,607,"12,010",> 100%
Region,Region 5,All,2018-19,40,5.6,5.2,5,5,3,462,0,465,"9,338",> 100%
Region,Region 5,All,2018-19,41,5.7,5.2,5.4,5.4,0,492,0,492,"9,121",98.7%
Region,Region 5,All,2018-19,42,5.8,5.3,5.4,5.4,2,511,0,513,"9,491",> 100%
Region,Region 5,All,2018-19,43,5.8,5.4,5,5,2,464,0,466,"9,383",> 100%
Region,Region 5,All,2018-19,44,5.9,5.5,5,5,3,473,0,476,"9,594",> 100%
Region,Region 5,All,2018-19,45,6,5.6,5.5,5.5,4,521,0,525,"9,575",> 100%
Region,Region 5,All,2018-19,46,6.1,5.7,4.9,4.9,2,468,0,470,"9,647",> 100%
Region,Region 5,All,2018-19,47,6.2,5.8,5,5,1,481,0,482,"9,590",> 100%
Region,Region 5,All,2018-19,48,6.4,5.9,5.6,5.6,3,537,0,540,"9,666",> 100%
Region,Region 5,All,2018-19,49,6.5,6,5.5,5.5,8,534,0,542,"9,801",> 100%
Region,Region 5,All,2018-19,50,6.6,6.1,5.4,5.4,8,526,0,534,"9,827",> 100%
Region,Region 5,All,2018-19,51,6.6,6.2,5.8,5.8,10,544,0,554,"9,571",> 100%
Region,Region 5,All,2018-19,52,6.7,6.3,6.1,6.1,13,570,0,583,"9,618",> 100%
Region,Region 5,All,2018-19,1,6.8,6.4,6.9,6.9,30,666,0,696,"10,063",> 100%
Region,Region 5,All,2018-19,2,6.9,6.4,6.5,6.5,25,626,0,651,"10,052",> 100%
Region,Region 5,All,2018-19,3,7,6.5,6.8,6.8,33,655,0,688,"10,189",> 100%
Region,Region 5,All,2018-19,4,7,6.6,6.7,6.7,37,637,0,674,"10,114",> 100%
Region,Region 5,All,2018-19,5,7,6.6,6.4,6.4,29,631,0,660,"10,299",> 100%
Region,Region 5,All,2018-19,6,7.1,6.6,6.7,6.7,55,631,0,686,"10,170",> 100%
Region,Region 5,All,2018-19,7,7.1,6.6,6.9,6.9,51,629,0,680,"9,820",> 100%
Region,Region 5,All,2018-19,8,7.1,6.7,6.7,6.7,46,609,0,655,"9,786",> 100%
Region,Region 5,All,2018-19,9,7.1,6.6,6.4,6.4,60,575,0,635,"9,967",> 100%
Region,Region 5,All,2018-19,10,7.1,6.6,6.7,6.7,96,583,0,679,"10,193",> 100%
Region,Region 5,All,2018-19,11,7,6.6,7.2,7.2,92,635,0,727,"10,147",> 100%
Region,Region 5,All,2018-19,12,7,6.6,7.1,7.1,95,596,0,691,"9,773",> 100%
Region,Region 5,All,2018-19,13,6.9,6.5,7.6,7.6,105,633,0,738,"9,735",> 100%
Region,Region 5,All,2018-19,14,6.9,6.4,7,7,71,624,0,695,"9,920",> 100%
Region,Region 5,All,2018-19,15,6.8,6.4,6.2,6.2,76,513,0,589,"9,511",> 100%
Region,Region 5,All,2018-19,16,6.7,6.3,6.5,6.5,50,559,0,609,"9,415",> 100%
Region,Region 5,All,2018-19,17,6.6,6.2,5.9,5.9,35,518,0,553,"9,409",> 100%
Region,Region 5,All,2018-19,18,6.5,6.1,6.2,6.2,23,550,0,573,"9,271",> 100%
Region,Region 5,All,2018-19,19,6.4,6,5.3,5.3,19,482,0,501,"9,385",> 100%
Region,Region 5,All,2018-19,20,6.3,5.9,5.9,5.9,9,540,0,549,"9,356",> 100%
Region,Region 5,All,2018-19,21,6.2,5.8,5.5,5.5,6,510,0,516,"9,446",> 100%
Region,Region 5,All,2018-19,22,6.1,5.7,5.9,5.9,5,540,0,545,"9,179",99.4%
Region,Region 5,All,2018-19,23,6,5.6,5.7,5.7,6,510,0,516,"9,123",98.8%
Region,Region 5,All,2018-19,24,5.9,5.5,5,5,3,447,0,450,"8,993",97.4%
Region,Region 5,All,2018-19,25,5.8,5.4,5.5,5.5,1,497,0,498,"9,091",98.4%
Region,Region 5,All,2018-19,26,5.7,5.3,5.6,5.6,1,508,0,509,"9,121",98.7%
Region,Region 5,All,2018-19,27,5.6,5.2,5.2,5.2,2,470,0,472,"9,021",97.7%
Region,Region 5,All,2018-19,28,5.5,5.1,5.2,5.2,2,462,0,464,"8,999",97.4%
Region,Region 5,All,2018-19,29,5.5,5,4.4,4.4,2,397,0,399,"9,119",98.7%
Region,Region 5,All,2018-19,30,5.4,5,4.9,4.9,0,440,0,440,"8,911",96.5%
Region,Region 5,All,2018-19,31,5.4,4.9,4.8,4.8,0,430,0,430,"9,006",97.5%
Region,Region 5,All,2018-19,32,5.3,4.9,4.6,4.6,0,416,0,416,"9,018",97.6%
Region,Region 5,All,2018-19,33,5.3,4.9,5,5,0,449,0,449,"8,946",96.9%
Region,Region 5,All,2018-19,34,5.3,4.9,4.8,4.8,1,425,0,426,"8,884",96.2%
Region,Region 5,All,2018-19,35,5.3,4.9,5,5,2,446,0,448,"8,953",96.9%
Region,Region 5,All,2018-19,36,5.3,4.9,4.7,4.7,1,423,0,424,"9,036",97.8%
Region,Region 5,All,2018-19,37,5.3,4.9,4.3,4.3,0,388,0,388,"9,059",98.1%
Region,Region 5,All,2018-19,38,5.4,4.9,5.6,5.6,1,516,0,517,"9,251",> 100%
Region,Region 5,All,2018-19,39,5.4,5,5.2,5.2,0,484,0,484,"9,320",> 100%
Region,Region 6,All,2018-19,40,6.2,5.7,5.8,5.8,2,356,0,358,"6,124",97.9%
Region,Region 6,All,2018-19,41,6.3,5.8,5.8,5.8,3,353,0,356,"6,100",97.5%
Region,Region 6,All,2018-19,42,6.4,5.9,5.5,5.5,4,337,0,341,"6,238",99.7%
Region,Region 6,All,2018-19,43,6.5,6,6.9,6.9,6,432,0,438,"6,320",> 100%
Region,Region 6,All,2018-19,44,6.6,6.1,5.6,5.6,6,351,0,357,"6,392",> 100%
Region,Region 6,All,2018-19,45,6.7,6.2,6,6,5,382,0,387,"6,460",> 100%
Region,Region 6,All,2018-19,46,6.8,6.3,6.2,6.2,4,407,0,411,"6,658",> 100%
Region,Region 6,All,2018-19,47,6.9,6.4,6.6,6.6,10,426,0,436,"6,638",> 100%
Region,Region 6,All,2018-19,48,7,6.6,6.4,6.4,4,427,0,431,"6,711",> 100%
Region,Region 6,All,2018-19,49,7.1,6.7,6.7,6.7,11,439,0,450,"6,725",> 100%
Region,Region 6,All,2018-19,50,7.2,6.8,7,7,6,471,0,477,"6,807",> 100%
Region,Region 6,All,2018-19,51,7.3,6.9,6.9,6.9,16,453,0,469,"6,816",> 100%
Region,Region 6,All,2018-19,52,7.4,7,7.6,7.6,14,505,0,519,"6,827",> 100%
Region,Region 6,All,2018-19,1,7.5,7.1,7.5,7.5,32,500,0,532,"7,093",> 100%
Region,Region 6,All,2018-19,2,7.6,7.1,8.3,8.3,32,550,0,582,"7,034",> 100%
Region,Region 6,All,2018-19,3,7.7,7.2,8,8,28,528,0,556,"6,981",> 100%
Region,Region 6,All,2018-19,4,7.7,7.2,8.3,8.3,31,541,0,572,"6,855",> 100%
Region,Region 6,All,2018-19,5,7.7,7.3,7.7,7.7,51,489,0,540,"6,996",> 100%
Region,Region 6,All,2018-19,6,7.8,7.3,7.7,7.7,41,492,0,533,"6,918",> 100%
Region,Region 6,All,2018-19,7,7.8,7.3,7.7,7.7,71,467,0,538,"7,022",> 100%
Region,Region 6,All,2018-19,8,7.8,7.3,8.3,8.3,67,510,0,577,"6,974",> 100%
Region,Region 6,All,2018-19,9,7.7,7.3,7.8,7.8,58,468,0,526,"6,744",> 100%
Region,Region 6,All,2018-19,10,7.7,7.2,8.3,8.3,70,513,0,583,"7,022",> 100%
Region,Region 6,All,2018-19,11,7.7,7.2,8,8,54,514,0,568,"7,098",> 100%
Region,Region 6,All,2018-19,12,7.6,7.1,7.2,7.2,48,453,0,501,"6,998",> 100%
Region,Region 6,All,2018-19,13,7.5,7.1,7.4,7.4,35,458,0,493,"6,692",> 100%
Region,Region 6,All,2018-19,14,7.4,7,6.5,6.5,24,402,0,426,"6,522",> 100%
Region,Region 6,All,2018-19,15,7.4,6.9,6.6,6.6,13,422,0,435,"6,582",> 100%
Region,Region 6,All,2018-19,16,7.3,6.8,6.8,6.8,9,426,0,435,"6,426",> 100%
Region,Region 6,All,2018-19,17,7.1,6.7,6.4,6.4,13,399,0,412,"6,421",> 100%
Region,Region 6,All,2018-19,18,7,6.6,6.1,6.1,4,384,0,388,"6,402",> 100%
Region,Region 6,All,2018-19,19,6.9,6.4,6.5,6.5,8,397,0,405,"6,238",99.7%
Region,Region 6,All,2018-19,20,6.8,6.3,6.6,6.6,5,411,0,416,"6,347",> 100%
Region,Region 6,All,2018-19,21,6.7,6.2,6.5,6.5,3,405,0,408,"6,256",100%
Region,Region 6,All,2018-19,22,6.5,6.1,5.8,5.8,0,361,0,361,"6,271",> 100%
Region,Region 6,All,2018-19,23,6.4,6,6.1,6.1,1,397,0,398,"6,478",> 100%
Region,Region 6,All,2018-19,24,6.3,5.9,5.8,5.8,2,362,0,364,"6,276",> 100%
Region,Region 6,All,2018-19,25,6.2,5.7,6.2,6.2,1,387,0,388,"6,263",> 100%
Region,Region 6,All,2018-19,26,6.1,5.6,5.7,5.7,1,354,0,355,"6,189",98.9%
Region,Region 6,All,2018-19,27,6,5.6,6.1,6.1,2,383,0,385,"6,324",> 100%
Region,Region 6,All,2018-19,28,5.9,5.5,5.7,5.7,0,361,0,361,"6,388",> 100%
Region,Region 6,All,2018-19,29,5.9,5.4,5.1,5.1,1,314,0,315,"6,142",98.2%
Region,Region 6,All,2018-19,30,5.8,5.3,5.6,5.6,1,338,0,339,"6,057",96.8%
Region,Region 6,All,2018-19,31,5.8,5.3,5.6,5.6,0,346,0,346,"6,230",99.6%
Region,Region 6,All,2018-19,32,5.7,5.3,5.4,5.4,3,335,0,338,"6,275",> 100%
Region,Region 6,All,2018-19,33,5.7,5.3,5.6,5.6,1,344,0,345,"6,179",98.8%
Region,Region 6,All,2018-19,34,5.7,5.3,5.2,5.2,0,322,0,322,"6,149",98.3%
